Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
8.8.4.4-192.168.1.4-443-52542-6,8.8.4.4,443,192.168.1.4,52542,6,30/08/2021 10:00:45 AM,117760949,14,14,1929,1080,971,0,137.7857143,290.4392373,385,0,77.14285714,114.6961586,25.55176419,0.237769823,4361516.63,1.28E+07,4.50E+07,639,1.18E+08,9058534.538,2.54E+07,9.00E+07,807,1.18E+08,9045674.308,1.76E+07,4.50E+07,639,0,0,0,0,284,280,0.118884911,0.118884911,0,971,103.7586207,215.8476075,46590.18966,0,1,0,14,28,0,0,0,1,107.4642857,137.7857143,77.14285714,0,0,0,1503,7,3317,0,68,0,38,64240,63525,6,20,402718.5,564940.8415,802192,3245,4.08E+14,8.15E+14,1.63E+15,2.67E+07,normal
8.8.8.8-192.168.1.4-443-52256-6,8.8.8.8,443,192.168.1.4,52256,6,30/08/2021 10:02:39 AM,105108060,5,3,74,2,73,0,14.8,32.53767048,1,0,0.666666667,0.577350269,0.723065386,0.076112146,1.50E+07,2.12E+07,4.50E+07,3291,1.05E+08,2.63E+07,2.25E+07,4.50E+07,4718,6.01E+07,3.00E+07,2.12E+07,4.50E+07,1.51E+07,0,0,0,0,100,60,0.047570091,0.028542055,0,73,8.555555556,24.17183853,584.2777778,1,0,0,1,8,0,0,0,0,9.625,14.8,0.666666667,0,0,0,0,0,0,0,9,0,0,63626,63553,1,20,4001.666667,713.5168767,4718,3291,4.08E+14,8.15E+14,1.63E+15,1.51E+07,normal
8.8.8.8-192.168.1.4-443-52256-6,8.8.8.8,443,192.168.1.4,52256,6,30/08/2021 10:04:24 AM,175919,2,0,0,0,0,0,0,0,0,0,0,0,0,11.36886863,175919,0,175919,175919,175919,175919,0,175919,175919,0,0,0,0,0,0,0,0,0,40,0,11.36886863,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64239,0,0,20,0,0,0,0,1.63E+15,0,1.63E+15,1.63E+15,normal
216.58.210.67-192.168.1.4-443-61059-6,216.58.210.67,443,192.168.1.4,61059,6,30/08/2021 10:04:24 AM,187809,2,0,0,0,0,0,0,0,0,0,0,0,0,10.64911692,187809,0,187809,187809,187809,187809,0,187809,187809,0,0,0,0,0,0,0,0,0,40,0,10.64911692,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64239,0,0,20,0,0,0,0,1.63E+15,0,1.63E+15,1.63E+15,normal
151.101.0.81-192.168.1.4-443-63907-6,151.101.0.81,443,192.168.1.4,63907,6,30/08/2021 10:02:54 AM,90031139,4,2,1,2,1,0,0.25,0.5,1,1,1,0,0.033321804,0.066643609,1.80E+07,2.46E+07,4.50E+07,3158,9.00E+07,3.00E+07,2.60E+07,4.50E+07,3158,4.50E+07,4.50E+07,0,4.50E+07,4.50E+07,0,0,0,0,80,40,0.044429072,0.022214536,0,1,0.571428571,0.534522484,0.285714286,0,0,0,0,6,0,0,0,0,0.666666667,0.25,1,0,0,0,0,0,0,0,0,0,0,64240,64240,0,20,5130.5,2789.536252,7103,3158,5.43E+14,9.41E+14,1.63E+15,4.50E+07,normal
8.8.4.4-192.168.1.4-443-52542-6,8.8.4.4,443,192.168.1.4,52542,6,30/08/2021 10:03:28 AM,90020662,3,2,1,2,1,0,0.333333333,0.577350269,1,1,1,0,0.033325682,0.055542804,2.25E+07,2.60E+07,4.50E+07,2768,9.00E+07,4.50E+07,8087.887363,4.50E+07,4.50E+07,4.50E+07,4.50E+07,0,4.50E+07,4.50E+07,0,0,0,0,60,40,0.033325682,0.022217122,0,1,0.666666667,0.516397779,0.266666667,0,0,0,0,5,0,0,0,0,0.8,0.333333333,1,0,0,0,0,0,0,0,0,0,0,63525,63525,0,20,3305,0,3305,3305,5.43E+14,9.41E+14,1.63E+15,4.50E+07,normal
8.8.4.4-192.168.1.4-443-52542-6,8.8.4.4,443,192.168.1.4,52542,6,30/08/2021 10:05:43 AM,59951611,4,2,74,1,73,0,18.5,36.33639131,1,0,0.5,0.707106781,1.251008918,0.100080713,1.20E+07,1.96E+07,4.50E+07,1244,6.00E+07,2.00E+07,2.29E+07,4.50E+07,3732,1.49E+07,1.49E+07,0,1.49E+07,1.49E+07,0,0,0,0,80,40,0.066720476,0.033360238,0,73,10.85714286,27.40698555,751.1428571,1,0,0,1,6,0,0,0,0,12.66666667,18.5,0.5,0,0,0,0,0,0,0,12,0,0,63525,63452,1,20,4331.5,847.8210306,4931,3732,5.43E+14,9.41E+14,1.63E+15,1.49E+07,normal
8.8.4.4-192.168.1.4-443-52542-6,8.8.4.4,443,192.168.1.4,52542,6,30/08/2021 10:06:43 AM,35016,2,0,0,0,0,0,0,0,0,0,0,0,0,57.11674663,35016,0,35016,35016,35016,35016,0,35016,35016,0,0,0,0,0,0,0,0,0,40,0,57.11674663,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64239,0,0,20,0,0,0,0,1.63E+15,0,1.63E+15,1.63E+15,normal
151.101.0.81-192.168.1.4-443-63907-6,151.101.0.81,443,192.168.1.4,63907,6,30/08/2021 10:05:09 AM,90033769,4,2,1,2,1,0,0.25,0.5,1,1,1,0,0.033320831,0.066641662,1.80E+07,2.47E+07,4.50E+07,3138,9.00E+07,3.00E+07,2.60E+07,4.50E+07,3138,4.50E+07,4.50E+07,0,4.50E+07,4.50E+07,0,0,0,0,80,40,0.044427775,0.022213887,0,1,0.571428571,0.534522484,0.285714286,0,0,0,0,6,0,0,0,0,0.666666667,0.25,1,0,0,0,0,0,0,0,0,0,0,64240,64240,0,20,3831,980.0499987,4524,3138,5.43E+14,9.41E+14,1.63E+15,4.50E+07,normal
8.8.8.8-192.168.1.4-443-64206-6,8.8.8.8,443,192.168.1.4,64206,6,30/08/2021 10:09:30 AM,40044,2,0,0,0,0,0,0,0,0,0,0,0,0,49.94506043,40044,0,40044,40044,40044,40044,0,40044,40044,0,0,0,0,0,0,0,0,0,40,0,49.94506043,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64239,0,0,20,0,0,0,0,1.63E+15,0,1.63E+15,1.63E+15,normal
151.101.0.81-192.168.1.4-443-63907-6,151.101.0.81,443,192.168.1.4,63907,6,30/08/2021 10:07:24 AM,90031932,4,2,1,2,1,0,0.25,0.5,1,1,1,0,0.033321511,0.066643022,1.80E+07,2.47E+07,4.50E+07,3005,9.00E+07,3.00E+07,2.60E+07,4.50E+07,3005,4.50E+07,4.50E+07,0,4.50E+07,4.50E+07,0,0,0,0,80,40,0.044428681,0.022214341,0,1,0.571428571,0.534522484,0.285714286,0,0,0,0,6,0,0,0,0,0.666666667,0.25,1,0,0,0,0,0,0,0,0,0,0,64240,64240,0,20,3980.5,1379.56533,4956,3005,5.43E+14,9.41E+14,1.63E+15,4.50E+07,normal
35.190.37.153-192.168.1.4-443-51901-6,35.190.37.153,443,192.168.1.4,51901,6,30/08/2021 10:09:34 AM,32358,2,0,0,0,0,0,0,0,0,0,0,0,0,61.80851721,32358,0,32358,32358,32358,32358,0,32358,32358,0,0,0,0,0,0,0,0,0,40,0,61.80851721,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64239,0,0,20,0,0,0,0,1.63E+15,0,1.63E+15,1.63E+15,normal
216.58.210.67-192.168.1.4-443-61940-6,216.58.210.67,443,192.168.1.4,61940,6,30/08/2021 10:09:34 AM,35731,2,0,0,0,0,0,0,0,0,0,0,0,0,55.97380426,35731,0,35731,35731,35731,35731,0,35731,35731,0,0,0,0,0,0,0,0,0,40,0,55.97380426,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64239,0,0,20,0,0,0,0,1.63E+15,0,1.63E+15,1.63E+15,normal
52.55.130.174-192.168.1.4-443-51109-6,52.55.130.174,443,192.168.1.4,51109,6,30/08/2021 10:09:34 AM,201473,2,0,0,0,0,0,0,0,0,0,0,0,0,9.926888466,201473,0,201473,201473,201473,201473,0,201473,201473,0,0,0,0,0,0,0,0,0,40,0,9.926888466,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64239,0,0,20,0,0,0,0,1.63E+15,0,1.63E+15,1.63E+15,normal
216.58.208.68-192.168.1.4-443-51634-6,216.58.208.68,443,192.168.1.4,51634,6,30/08/2021 10:15:52 AM,280629,2,2,0,517,0,0,0,0,517,0,258.5,365.5742059,1842.289999,14.25369438,93543,97423.31029,195697,1665,197362,197362,0,197362,197362,278964,278964,0,278964,278964,0,0,0,0,44,40,7.12684719,7.12684719,0,517,103.4,231.2094289,53457.8,1,1,0,1,4,0,0,0,1,129.25,0,258.5,0,0,0,0,0,0,0,0,0,129,64240,64240,0,20,0,0,0,0,1.63E+15,0,1.63E+15,1.63E+15,normal
216.58.208.68-192.168.1.4-443-51634-6,216.58.208.68,443,192.168.1.4,51634,6,30/08/2021 10:15:52 AM,165333,4,0,2858,0,1430,0,714.5,825.0339387,0,0,0,0,17286.32517,24.19359716,55111,91009.26697,160176,656,165333,55111,91009.26697,160176,656,0,0,0,0,0,0,0,0,0,80,0,24.19359716,0,0,1430,571.6,782.6958541,612612.8,1,0,0,3,4,0,0,0,0,714.5,714.5,0,0,0,0,0,0,0,1,714,0,0,64239,0,2,20,0,0,0,0,1.63E+15,0,1.63E+15,1.63E+15,normal
13.67.52.249-192.168.1.4-443-62454-6,13.67.52.249,443,192.168.1.4,62454,6,30/08/2021 10:15:55 AM,5330387,10,0,7811,0,1460,0,781.1,701.0611718,0,0,0,0,1465.372026,1.876036393,592265.2222,651621.1441,2042970,4980,5330387,592265.2222,651621.1441,2042970,4980,0,0,0,0,0,0,0,0,0,200,0,1.876036393,0,0,1460,710.0909091,705.5517635,497803.2909,1,0,0,3,10,0,0,0,0,781.1,781.1,0,0,0,0,5616,4,5314,1,781,0,0,64240,0,7,20,0,0,0,0,1.63E+15,0,1.63E+15,1.63E+15,normal
216.58.210.67-192.168.1.4-443-51421-6,216.58.210.67,443,192.168.1.4,51421,6,30/08/2021 10:16:04 AM,99726,2,1,212,0,212,0,106,149.9066376,0,0,0,0,2125.82476,30.08242585,49863,68928.76903,98603,1123,99726,99726,0,99726,99726,0,0,0,0,0,1,0,0,0,40,20,20.05495056,10.02747528,0,212,53,106,11236,2,0,0,2,3,0,0,0,0,70.66666667,106,0,0,0,0,0,0,0,0,70,0,0,64240,64240,1,20,0,0,0,0,1.63E+15,0,1.63E+15,1.63E+15,normal
142.250.180.35-192.168.1.4-443-58465-6,142.250.180.35,443,192.168.1.4,58465,6,30/08/2021 10:15:56 AM,8846894,3,0,0,0,0,0,0,0,0,0,0,0,0,0.339102062,4423447,2230805.929,6000865,2846029,8846894,4423447,2230805.929,6000865,2846029,0,0,0,0,0,0,0,0,0,68,0,0.339102062,0,0,0,0,0,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64240,0,0,20,0,0,0,0,8.15E+14,1.15E+15,1.63E+15,6000865,normal
142.250.180.46-192.168.1.4-443-54533-6,142.250.180.46,443,192.168.1.4,54533,6,30/08/2021 10:16:34 AM,1411574,5,0,4222,0,1430,0,844.4,770.9583646,0,0,0,0,2990.987366,3.542145151,352893.5,625472.3405,1289071,6313,1411574,352893.5,625472.3405,1289071,6313,0,0,0,0,0,0,0,0,0,104,0,3.542145151,0,0,1430,703.6666667,770.932336,594336.6667,1,1,0,4,5,0,0,0,0,844.4,844.4,0,0,0,0,0,0,0,1,844,0,0,64240,0,3,20,0,0,0,0,1.63E+15,0,1.63E+15,1.63E+15,normal
